time,logger,level,database,threadid,message,exception
2016-10-20 14:08:01.5825,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,72,Document with key 'student/1' was not found,
2016-10-20 14:08:01.5825,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 407: GET     -    17 ms - Candidates - 404 - http://localhost:8080/databases/Candidates/docs?id=student%2F1,
2016-10-20 14:08:06.5741,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,70,Request # 408: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:08:06.5741,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 409: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:08:06.5741,Raven.Database.Indexing.Index.Querying,Debug,Candidates,72,Issuing query on index Raven/DocumentsByEntityName for: Tag:Students,
2016-10-20 14:08:06.5741,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 410: GET     -     3 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:08:01+GMT,
2016-10-20 14:08:13.6689,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,68,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:08:27.1851,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,68,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:08:35.6946,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,72,"Document with key 'Raven/Hilo/students' was found, etag: 01000000-0000-0001-0000-000000000006",
2016-10-20 14:08:35.6946,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,72,Document with key 'Raven/ServerPrefixForHilo' was not found,
2016-10-20 14:08:35.6946,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 411: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/queries/?&id=Raven%2FHilo%2Fstudents&id=Raven%2FServerPrefixForHilo,
2016-10-20 14:08:35.7006,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,"Results count: 2, includes count: 0",
2016-10-20 14:08:35.7841,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,29,"Inserted a new document with key 'Raven/Hilo/students', update: True, ",
2016-10-20 14:08:35.8357,Raven.Database.Indexing.WorkContext,Debug,Candidates,29,Incremented work counter to 18 because: PUT Raven/Hilo/students,
2016-10-20 14:08:35.8357,Raven.Database.DocumentDatabase,Debug,Candidates,29,Put document Raven/Hilo/students with etag 01000000-0000-0001-0000-000000000008,
2016-10-20 14:08:35.8357,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 18, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:08:35.8357,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Not enough results to fill requested count (512), but we have some (1) in memory. Going to index the results while loading more from disk in background.",
2016-10-20 14:08:35.8357,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-000000000008,
2016-10-20 14:08:35.8357,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Found a total of 1 documents that requires indexing since etag: 01000000-0000-0001-0000-000000000007: (Raven/Hilo/students),
2016-10-20 14:08:35.8357,Raven.Database.Impl.DocumentRetriever,Debug,,61,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/students,
2016-10-20 14:08:35.8357,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After read triggers executed, 1 documents remained",
2016-10-20 14:08:35.8357,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"Going to index 1 documents in Index: Raven/DocumentsByEntityName, LastIndexedEtag: 01000000-0000-0001-0000-000000000007: (Raven/Hilo/students)",
2016-10-20 14:08:35.8357,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Indexing 1 documents for index: Raven/DocumentsByEntityName. (Raven/Hilo/students),
2016-10-20 14:08:35.8422,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,Indexed 0 documents for Raven/DocumentsByEntityName,
2016-10-20 14:08:35.8357,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,29,Request # 412: PUT     -    52 ms - Candidates - 201 - http://localhost:8080/databases/Candidates/docs/Raven/Hilo/students,
2016-10-20 14:08:35.8422,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After indexing 1 documents, the new last etag for is: 01000000-0000-0001-0000-000000000008 for Raven/DocumentsByEntityName",
2016-10-20 14:08:35.8422,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:08:35.8422,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:08:35.8422,Raven.Database.Indexing.WorkContext,Debug,,40,Incremented work counter to 19 because: WORK BY IndexingExecuter,
2016-10-20 14:08:35.8422,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:08:35.8422,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:08:35.8422,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 19, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:08:35.8422,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:08:35.8422,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:08:35.8422,Raven.Database.Indexing.IndexStorage,Debug,,40,"Flushed simple map index: Raven/DocumentsByEntityName (id: 1), took 0ms",
2016-10-20 14:08:35.8422,Raven.Database.Indexing.WorkContext,Debug,,40,"No work was found, workerWorkCounter: 19, for: IndexingExecuter, will wait for additional work",
2016-10-20 14:08:35.8422,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 413: GET     -     1 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:08:35.8567,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,63,Request # 414: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:08:35.8747,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 415: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:08:06+GMT,
2016-10-20 14:08:36.0193,Raven.Database.Server.Controllers.RavenBaseApiController,Debug,Candidates,61,"	PUT students/97
",
2016-10-20 14:08:36.0193,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,61,"Inserted a new document with key 'students/97', update: False, ",
2016-10-20 14:08:36.0193,Raven.Database.DocumentDatabase,Debug,Candidates,61,Put document students/97 with etag 01000000-0000-0001-0000-000000000009,
2016-10-20 14:08:36.0193,Raven.Database.Indexing.WorkContext,Debug,Candidates,61,Incremented work counter to 20 because: PUT students/97,
2016-10-20 14:08:36.0193,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 20, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:08:36.0193,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Not enough results to fill requested count (512), but we have some (1) in memory. Going to index the results while loading more from disk in background.",
2016-10-20 14:08:36.0193,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-000000000009,
2016-10-20 14:08:36.0193,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Found a total of 1 documents that requires indexing since etag: 01000000-0000-0001-0000-000000000008: (students/97),
2016-10-20 14:08:36.0193,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After read triggers executed, 1 documents remained",
2016-10-20 14:08:36.0193,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"Going to index 1 documents in Index: Raven/DocumentsByEntityName, LastIndexedEtag: 01000000-0000-0001-0000-000000000008: (students/97)",
2016-10-20 14:08:36.0193,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,61,Request # 416: POST    -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/bulk_docs,
2016-10-20 14:08:36.0193,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Indexing 1 documents for index: Raven/DocumentsByEntityName. (students/97),
2016-10-20 14:08:36.0193,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,"Indexing on students/97 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: students/97
	Tag I-: Students
	LastModified I-: 2016-10-20T18:08:36.0193533Z
	LastModifiedTicks I-: 636125837160193533
",
2016-10-20 14:08:36.0440,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,72,Document with key 'student/1' was not found,
2016-10-20 14:08:36.0440,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 417: GET     -     0 ms - Candidates - 404 - http://localhost:8080/databases/Candidates/docs?id=student%2F1,
2016-10-20 14:08:36.0779,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,Indexed 1 documents for Raven/DocumentsByEntityName,
2016-10-20 14:08:36.0779,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After indexing 1 documents, the new last etag for is: 01000000-0000-0001-0000-000000000009 for Raven/DocumentsByEntityName",
2016-10-20 14:08:36.0779,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:08:36.0779,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:08:36.0779,Raven.Database.Indexing.WorkContext,Debug,,40,Incremented work counter to 21 because: WORK BY IndexingExecuter,
2016-10-20 14:08:36.0779,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:08:36.0779,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:08:36.0779,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 21, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:08:36.0779,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:08:36.0779,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:08:36.0904,Raven.Database.Indexing.IndexStorage,Debug,,40,"Flushed simple map index: Raven/DocumentsByEntityName (id: 1), took 11ms",
2016-10-20 14:08:36.0904,Raven.Database.Indexing.WorkContext,Debug,,40,"No work was found, workerWorkCounter: 21, for: IndexingExecuter, will wait for additional work",
2016-10-20 14:08:41.0821,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,63,Request # 418: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:08:41.0821,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 419: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:08:41.0906,Raven.Database.Indexing.Index.Querying,Debug,Candidates,72,Issuing query on index Raven/DocumentsByEntityName for: Tag:Students,
2016-10-20 14:08:41.0906,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,72,Request # 420: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:08:35+GMT,
2016-10-20 14:08:43.6685,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,66,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:08:46.6258,Raven.Database.Config.MemoryStatistics,Debug,,3,"Cleaning inactive low-memory handlers, count before: 24, count after: 17",
2016-10-20 14:08:57.1852,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,65,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:09:13.6687,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,65,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:09:27.1861,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,65,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:09:43.6689,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,68,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:09:57.1999,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,61,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:10:13.6704,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,66,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:10:27.1995,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,68,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:10:43.6703,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,61,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:10:57.2149,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,61,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:11:13.6836,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,61,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:11:27.2286,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,61,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:11:43.6836,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,65,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:11:57.2422,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,58,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:12:13.6859,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,58,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:12:27.2544,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,58,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:12:43.6855,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,60,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:12:57.2625,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,57,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:13:12.3982,Raven.Database.Indexing.IndexingExecuter,Debug,<system>,15,No tasks to execute were found!,
2016-10-20 14:13:12.3982,Raven.Database.Indexing.IndexingExecuter,Debug,<system>,15,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:13:12.3982,Raven.Database.Indexing.WorkContext,Debug,<system>,15,"No work was found, workerWorkCounter: 1, for: IndexingExecuter, will wait for additional work",
2016-10-20 14:13:12.4028,Raven.Database.Indexing.WorkContext,Debug,<system>,16,"No work was found, workerWorkCounter: 1, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:13:13.7021,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,Candidates,66,Performing Transactions Cleanup Sequence for db Candidates,
2016-10-20 14:13:27.2628,Raven.Database.Impl.DTC.InFlightTransactionalState,Info,<system>,66,Performing Transactions Cleanup Sequence for db <system>,
2016-10-20 14:13:29.0859,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,<system>,54,"Document with key 'Raven/Databases/Candidates' was found, etag: 01000000-0000-0001-0000-000000000001",
2016-10-20 14:13:29.0859,Raven.Database.Server.WebApi.RequestManager,Debug,<system>,54,Request # 421: GET     -     1 ms -            - 200 - http://localhost:8080/docs?id=Raven%2FDatabases%2FCandidates,
2016-10-20 14:13:29.1449,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,54,"Document with key 'Raven/Hilo/students' was found, etag: 01000000-0000-0001-0000-000000000008",
2016-10-20 14:13:29.1449,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,54,Document with key 'Raven/ServerPrefixForHilo' was not found,
2016-10-20 14:13:29.1449,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,54,Request # 422: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/queries/?&id=Raven%2FHilo%2Fstudents&id=Raven%2FServerPrefixForHilo,
2016-10-20 14:13:29.1449,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,54,"Results count: 2, includes count: 0",
2016-10-20 14:13:29.2005,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,57,"Inserted a new document with key 'Raven/Hilo/students', update: True, ",
2016-10-20 14:13:29.2005,Raven.Database.Indexing.WorkContext,Debug,Candidates,57,Incremented work counter to 22 because: PUT Raven/Hilo/students,
2016-10-20 14:13:29.2005,Raven.Database.DocumentDatabase,Debug,Candidates,57,Put document Raven/Hilo/students with etag 01000000-0000-0001-0000-00000000000A,
2016-10-20 14:13:29.2005,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 22, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:13:29.2005,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,Didn't load any documents from previous batches. Loading documents directly from disk.,
2016-10-20 14:13:29.2005,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,57,Request # 423: PUT     -     1 ms - Candidates - 201 - http://localhost:8080/databases/Candidates/docs/Raven/Hilo/students,
2016-10-20 14:13:29.2005,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,54,Request # 424: GET     -     2 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:13:29.2191,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Loaded 1 documents (0 kb) from disk, starting from etag 01000000-0000-0001-0000-000000000009, took 12ms",
2016-10-20 14:13:29.2191,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-00000000000A,
2016-10-20 14:13:29.2191,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Not enough results to fill requested count (512), but we have some (1) in memory. Going to index the results while loading more from disk in background.",
2016-10-20 14:13:29.2191,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-00000000000A,
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Found a total of 1 documents that requires indexing since etag: 01000000-0000-0001-0000-000000000009: (Raven/Hilo/students),
2016-10-20 14:13:29.2191,Raven.Database.Impl.DocumentRetriever,Debug,,66,Trigger Raven.Database.Plugins.Builtins.FilterRavenInternalDocumentsReadTrigger asked us to ignore Raven/Hilo/students,
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After read triggers executed, 1 documents remained",
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"Going to index 1 documents in Index: Raven/DocumentsByEntityName, LastIndexedEtag: 01000000-0000-0001-0000-000000000009: (Raven/Hilo/students)",
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Indexing 1 documents for index: Raven/DocumentsByEntityName. (Raven/Hilo/students),
2016-10-20 14:13:29.2191,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,Indexed 0 documents for Raven/DocumentsByEntityName,
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After indexing 1 documents, the new last etag for is: 01000000-0000-0001-0000-00000000000A for Raven/DocumentsByEntityName",
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:13:29.2191,Raven.Database.Indexing.WorkContext,Debug,,40,Incremented work counter to 23 because: WORK BY IndexingExecuter,
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:13:29.2191,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 23, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:13:29.2191,Raven.Database.Indexing.IndexStorage,Debug,,40,"Flushed simple map index: Raven/DocumentsByEntityName (id: 1), took 0ms",
2016-10-20 14:13:29.2191,Raven.Database.Indexing.WorkContext,Debug,,40,"No work was found, workerWorkCounter: 23, for: IndexingExecuter, will wait for additional work",
2016-10-20 14:13:29.2311,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,54,Request # 425: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:13:29.2466,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,54,Request # 426: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:08:41+GMT,
2016-10-20 14:13:29.3767,Raven.Database.Server.Controllers.RavenBaseApiController,Debug,Candidates,58,"	PUT students/129
",
2016-10-20 14:13:29.3767,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,58,"Inserted a new document with key 'students/129', update: False, ",
2016-10-20 14:13:29.3767,Raven.Database.DocumentDatabase,Debug,Candidates,58,Put document students/129 with etag 01000000-0000-0001-0000-00000000000B,
2016-10-20 14:13:29.3767,Raven.Database.Indexing.WorkContext,Debug,Candidates,58,Incremented work counter to 24 because: PUT students/129,
2016-10-20 14:13:29.3767,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 24, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:13:29.3767,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,58,Request # 427: POST    -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/bulk_docs,
2016-10-20 14:13:29.3767,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,Didn't load any documents from previous batches. Loading documents directly from disk.,
2016-10-20 14:13:29.3767,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Loaded 1 documents (0 kb) from disk, starting from etag 01000000-0000-0001-0000-00000000000A, took 0ms",
2016-10-20 14:13:29.3767,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-00000000000B,
2016-10-20 14:13:29.3767,Raven.Database.Prefetching.PrefetchingBehavior,Debug,Candidates,40,"Not enough results to fill requested count (512), but we have some (1) in memory. Going to index the results while loading more from disk in background.",
2016-10-20 14:13:29.3767,Raven.Database.Prefetching.PrefetchingBehavior,Info,Candidates,40,Skipping background prefetching because we got no documents to fetch. Last etag: 01000000-0000-0001-0000-00000000000B,
2016-10-20 14:13:29.3767,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Found a total of 1 documents that requires indexing since etag: 01000000-0000-0001-0000-00000000000A: (students/129),
2016-10-20 14:13:29.3767,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After read triggers executed, 1 documents remained",
2016-10-20 14:13:29.3767,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"Going to index 1 documents in Index: Raven/DocumentsByEntityName, LastIndexedEtag: 01000000-0000-0001-0000-00000000000A: (students/129)",
2016-10-20 14:13:29.3767,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,Indexing 1 documents for index: Raven/DocumentsByEntityName. (students/129),
2016-10-20 14:13:29.3767,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,"Indexing on students/129 result in index Raven/DocumentsByEntityName gave document: 	__document_id IS: students/129
	Tag I-: Students
	LastModified I-: 2016-10-20T18:13:29.3772389Z
	LastModifiedTicks I-: 636125840093772389
",
2016-10-20 14:13:29.4182,Raven.Database.Indexing.Index.Indexing,Debug,Candidates,40,Indexed 1 documents for Raven/DocumentsByEntityName,
2016-10-20 14:13:29.4182,Raven.Database.Indexing.IndexingExecuter,Debug,Candidates,40,"After indexing 1 documents, the new last etag for is: 01000000-0000-0001-0000-00000000000B for Raven/DocumentsByEntityName",
2016-10-20 14:13:29.4182,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:13:29.4182,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:13:29.4182,Raven.Database.Indexing.WorkContext,Debug,,40,Incremented work counter to 25 because: WORK BY IndexingExecuter,
2016-10-20 14:13:29.4182,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:13:29.4182,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:13:29.4182,Raven.Database.Indexing.WorkContext,Debug,Candidates,41,"No work was found, workerWorkCounter: 25, for: ReducingExecuter, will wait for additional work",
2016-10-20 14:13:29.4182,Raven.Database.Indexing.IndexingExecuter,Debug,,40,No tasks to execute were found!,
2016-10-20 14:13:29.4182,Raven.Database.Indexing.IndexingExecuter,Debug,,40,"Executed 0 tasks, processed documents: 0, took 0ms",
2016-10-20 14:13:29.4182,Raven.Database.Indexing.IndexStorage,Debug,,40,"Flushed simple map index: Raven/DocumentsByEntityName (id: 1), took 9ms",
2016-10-20 14:13:29.4182,Raven.Database.Indexing.WorkContext,Debug,,40,"No work was found, workerWorkCounter: 25, for: IndexingExecuter, will wait for additional work",
2016-10-20 14:13:34.4224,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,54,Request # 428: GET     -     1 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/stats,
2016-10-20 14:13:34.4224,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,53,Request # 429: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/terms/Raven/DocumentsByEntityName?field=Tag&pageSize=1024,
2016-10-20 14:13:34.4334,Raven.Database.Indexing.Index.Querying,Debug,Candidates,53,Issuing query on index Raven/DocumentsByEntityName for: Tag:Students,
2016-10-20 14:13:34.4334,Raven.Database.Server.WebApi.RequestManager,Debug,Candidates,53,Request # 430: GET     -     0 ms - Candidates - 200 - http://localhost:8080/databases/Candidates/studio-tasks/collection/counts?fromDate=Thu%2C+20+Oct+2016+18:13:29+GMT,
2016-10-20 14:13:38.0206,Raven.Database.Storage.Esent.StorageActions.DocumentStorageActions,Debug,Candidates,53,Document with key 'Raven/Studio/Columns/Collection/System Documents' was not found,
